엑스 대역,X band,,X 밴드,"미국 전기전자학회(IEEE)에서 정한 8 기가헤르츠(㎓)부터 12 ㎓ 까지의 주파수 대역 명칭.
X 대역은 파장이 짧아 고해상도의 영상 정보 수집이나 기상 관측, 항공 또는 해상 관제, 군사용 레이더로 사용된다.

능동 위상 배열 안테나 기술과 합성 개구면 레이더(synthetic aperture radar) 기술 등의 발달로, 고해상도의 영상이나 목표물의 탐지, 인식 및 추적에도 사용된다. 미국 항공우주국(NASA)에서는 심우주(deep space) 통신을 위해 X 대역의 일부 주파수를 사용한다.
*"
와이파이,Wi-Fi,,,1999년 8월 상표등록 자문회사인 인터브랜드(Interbrand) 회사가 ‘IEEE 802.11b Direct Sequence’ 기술을 상징하기 위하여 작명한 상표 이름에서 탄생하였다. 고품질 오디오 기술을 상징하는 하이파이(Hi-Fi: High Fidelity)에 착안한 명칭으로 와이파이 얼라이언스(Wi-Fi Alliance)가 잠깐 'Wireless Fidelity'라는 용어를 홍보용으로 사용하기도 하였다. 미국 전기전자학회(IEEE)와 같은 일부 기구에서는 Wi-Fi가 ‘Wireless Fidelity’를 나타낸다고 언급하고 있다.
통과대역 대역폭,passband bandwidth,,,"신호의 스펙트럼이나 대역 통과 필터(BPF: Band-Pass Filter)의 상측 차단 주파수와 하측 차단 주파수와의 차이.
통과대역 신호는 기저대역 신호를 통과대역으로 옮긴 신호이다. "
점유 대역폭,Occupied BandWidth,OBW,99% 대역폭,"송신 전력의 상위 0.5%에 해당되는 상한 주파수와 하위 0.5%에 해당되는 하한 주파수 사이의 폭.
점유 대역폭은 전체에서 상위 및 하위 한곗값을 뺀 값이다. 일반적으로 한곗값은 1을 사용한다. 따라서 점유 대역폭은 99% 대역폭을 뜻한다."
케이유 대역,Ku band,,Ku 밴드,"미국 전기전자학회(IEEE)에서 정한 12 기가헤르츠(㎓)부터 18 ㎓ 까지의 주파수 대역 명칭.
Ku 대역은 주로 위성 통신의 하향링크(downlink)로 사용된다. 또한, 국제전기통신연합(ITU)은 Ku 대역의 용도를 지역의 특성에 맞게 효율적으로 사용할 수 있도록 지역별로 용도를 분배하였다. 유럽에서는 Ku 대역의 일부를 차량 속도 측정을 위한 레이더 용도로 사용한다.
Ku 대역 이름은 K 대역보다 낮은 K-under(원어 Kurtz-unten)의 줄임말이다. 냉전 기간 중에 북대서양 조약 기구(NATO: North Atlantic Treaty Organization)가 정한 K 대역(20 ~ 40 ㎓)보다 낮은 주파수 대역을 말한다.
세계적으로 Ku 대역은 위성통신으로 많이 사용되어 포화 상태에 있다. 일부 지역에서는 Ka 대역으로 옮겨가는 추세이다."
카 대역,Ka band,,"Ka 밴드, 케이에이 밴드","Ka 대역은 ‘K 대역보다 높은(K-above)’이라는 의미이다. Ka 대역은 파장이 1.11 ㎝ ~ 7.5 ㎜로 짧아 비나 구름, 그리고 강우로 인한 감쇠가 많다. 과거에는 군사 용도로 사용되었으나 상업용으로 사용이 점차 늘어났다. 무궁화 5호 위성에는 군사용으로 12기를, 무궁화 7호 위성에는 통신용으로 3기를 탐재하고 있다.
5세대(5G) 이동 통신의 탄생과 함께 유럽우편전기통신주관청회의(CEPT)에서는 Ka 대역의 24.25 ~ 27.5 ㎓ 대역을 유럽의 IMT-2020 용도로 정했고, 우리나라를 포함하여 일본과 미국 등은 28 ㎓ 대역을 IMT-2020 용도로 분배하였다. 우리나라에서는 2018년에 이동통신사에 26.5 ~ 28.9 ㎓ 대역을 5G 이동 통신 용도로 경매하였다."
케이 대역,K band,,K 밴드,"미국 전기전자학회(IEEE)에서 정한 18 ㎓부터 26.5 ㎓까지의 주파수 대역 명칭.
K 대역의 K는 독일어 Kurz를 줄인 말로 짧다는 의미이다. K 대역의 한 가운데에 있는 파장이 1.35㎝인 22.24 ㎓ 대역은 대기 중에 있는 수증기에 제일 많이 흡수가 된다. 따라서 22.24 ㎓ 대역은 장거리 통신보다는 단거리 통신에 적합하다.
IEEE는 수증기 흡수 문제 때문에 K 대역을 크게 Ka 대역(K-above), K 대역, 그리고 Ku(K-under) 대역으로 구분하였다. Ka 대역은 2018년 5G 이동 통신으로 할당되어 폭발적인 이용이 예상되는 대역이고, Ku 대역은 12 ~ 18 ㎓로 주로 위성 통신에 사용된다."
시 대역,C band,,C 밴드,"미국 전기전자학회(IEEE)에서 정한 4 ㎓부터 8 ㎓까지의 주파수 대역 명칭.
C 대역은 지상 통신이나 위성 통신, 와이파이(Wi-Fi) 장비, 기상 관측 레이더 등 분야에서도 사용되고 있다.
주파수 대역 이름에 L, C, X, K 등의 문자를 붙여진 것은 2차 세계대전 중에 적을 교란하기 위하여 레이더(radar) 분야에서 사용하기 시작했다."
기저대역 대역폭,baseband bandwidth,,,"0 헤르츠(Hz)부터 신호의 전력이 존재하는 차단 주파수까지의 대역폭.  
변조되기 이전 또는 변조되지 않은 신호가 존재하는 저주파 영역으로 0헤르츠(Hz)부터 신호의 전력이 존재하는 차단 주파수 아래까지의 대역을 말한다. 
기저대역 신호는 통상 복소수로 표현한다. 즉, 로 표시하는데 I 채널은 동위상 신호(in-phase signal)를 나타내고, Q 채널은 직교 위상 신호(quadrature-phase signal)를 나타내며 j는 90도 위상차를 의미한다. 따라서 I 채널과 Q 채널은 서로 직교 신호이다."
대역폭,BandWidth,BW,주파수 대역폭,"① 신호를 전송할 수 있는 주파수 범위 또는 폭.
신호가 차지하는 연속된 주파수 범위에서 기준값을 넘는 가장 큰 주파수[fH : 상한 주파수]와 가장 작은 주파수[fL : 하한 주파수]의 차이를 말한다. 즉, BW(대역폭) = fH(상한 주파수) - fL(하한 주파수). 대역폭의 단위는 헤르츠(Hz)를 사용한다.
② 단위 시간당 전송할 수 있는 데이터 전송량.
주어진 시간 내에 전송할 수 있는 정보의 양으로 비피에스(bps) 단위를 사용한다."
인체 영역 통신망,Body Area Network,BAN,"무선 인체 통신망, Wireless Body Area Network(WBAN), 인체 센서 통신망, Body Sensor Network(BSN), 의료용 인체 통신망, Medical Body Area Network(MBAN), 신체 영역 통신","사람의 몸 자체 또는 주변에서 정보 교환이 이루어질 수 있도록 구성한 통신망.
소형 센서를 비롯하여 스마트 기기에 이르기까지 다양한 형태의 장치를 인체에 이식하거나 피부 또는 의상 등에 장착하여 통신이 이루어진다. 주로 심박, 혈압, 체온 등 건강 상태를 측정하고 관리하는데 활용되기 때문에 저전력과 고신뢰 통신이 요구된다.
인체 영역 통신망(BAN: Body Area Network)은 무선 인체 통신망(WBAN: Wireless BAN), 인체 센서 통신망(BSN: Body Sensor Network) 또는 의료용 인체 통신망(Medical BAN)이라고도 한다.
관련된 국제표준으로 IEEE 802.15.6가 있다.

1995년경에 인체나 인체 주변에서 통신할 수 있는 WBAN이 처음 개발되었고, 2001년경 인체 내부 영역으로 확장된 BAN이 개발되었다. BAN의 통신 서비스 범위는 단거리 무선망(WPAN: Wireless Personal Area Network) 또는 무선랜(WLAN)을 통해 원거리로 확장된다. 따라서 환자 상태 정보는 BAN에서 WPAN 또는 WLAN 장치 게이트웨이를 통해 인터넷으로 전송되어 먼 거리에 있는 의사에게 실시간 전달된다.
미국 연방 통신 위원회(FCC)는 2012년도에 2,360~2,400 ㎒ 대역을 MBAN 대역 용도를 지정하였다."
제로 에너지 건축물,Zero-Energy Building,ZEB,"제로 에미션 빌딩(zero emissions building), net-zero energy building, zero-carbon building","에너지 및 온실가스 감축을 위해 건물의 에너지 사용량을 최소화하고, 신재생 에너지를 생산하여 건물의 총 에너지 소요량을 최소화하는 건축물.
사전적으로 건물의 사용 에너지와 생산 에너지의 합이 최종적으로 0(Net Zero)이 되는 건축물을 의미하지만, 현재의 기술 수준·경제성 등을 고려하여 정책적으로는 에너지 소비를 최소화하는 건축물을 의미한다.

제로 에너지 빌딩을 실현시키는 기술은 패시브(Passive) 기술과 액티브(Active) 기술로 정리된다. 패시브 기술은 에너지 사용량을 최소화하는 기술로 자연환기, 고성능 창문, 고기밀, 외단열, 자연채광, 옥상녹화 등이 있다. 액티브 기술은 태양광, 지열 등 신재생 에너지를 빌딩에 활용해 에너지를 자체 생산하여 공급하는 기술이다. 두 기술과 더불어 건물 에너지 관리 시스템(BEMS: Building Energy Management System)을 병행 적용하면, 건물 내 에너지 사용량을 실시간으로 모니터링하고 최적화하여 에너지 효율을 더욱 높일 수 있다. 우리나라는 2017년 1월부터 제로에너지건축물 인증제를 시행하고 있다. 건물의 자체 에너지 소비량 최소화 정도를 평가하여 ZEB 인증을 1~5등급으로 부여하며, 용적률 완화 등 인센티브를 제공한다."
지능,intelligence,,인텔리전스,"주변 환경이나 상황에 적절히 대응할 수 있도록 판단하여 예측한 결과 또는 인간의 지각능력, 인지능력과 같은 정신 작용.
주변 환경이나 사건에서 상황을 파악하고 문제해결에 적합한 대응을 할 수 있는 예측 결과이면 우리말로 정보(intelligence)라고도 한다. 데이터를 가공, 처리한 결과물인 정보(information)와는 구분된다. 이해, 인식, 학습, 추론, 비판력 사고, 문제해결 능력 등 여러 의미로도 사용한다. 이 경우 영어 원문인 인텔리전스를 사용한다.
예를 들어 전자보안(ES: Electronic Security)에서 보안의 첫 단계로 통신 신호를 감청 분석하여 얻은 콤인트(COMINT: Communication Intelligence), 음향, 적외선, 전파 등의 레이더 신호를 가로채서 분석한 엘인트(ELINT: Electronic Intelligence), 영상 신호에서 얻어진 임인트(IMINT: Imagery Intelligence) 그리고 이들의 전체를 시긴트(SIGINT: Signal Intelligence)라 한다. 사이버 보안(cyber security)의 경우 해킹(hacking)이 시긴트에 해당한다."
보안 정보와 이벤트 관리,Security Information & Event Management,SIEM,,"다양한 보안 장비와 서버, 네트워크 장비 등으로부터 보안 로그와 이벤트 정보를 수집한 후 정보들 간의 연관성을 분석하여 위협 상황을 인지하고, 침해사고에 신속하게 대응하는 보안 관제 설루션(solution).
정보통신(IT)과 보안 환경이 복잡해지면서 보안 정보와 이벤트 관리(SIEM) 설루션은 보안 인프라에서 필수 요소로 떠올랐다. 특히 기업은 테라바이트(terabyte) 급의 정형․비정형 데이터와 보안 로그 속에서 침입자 공격을 빠른 속도로 분석하고 예측해야 한다.
심(SIEM)은 방화벽, 안티바이러스 설루션, 서버, 네트워크 장비 등으로부터 수집한 다양한 로그와 보안 이벤트 데이터를 빅데이터 기반으로 분석한다. 보안 위협 징후를 판단할 수 있는 데이터(통계정보)를 생성하고 이 데이터로 보안 사고를 분석하고 예방․대응한다. 또한 로그 관리를 통합적으로 수행하며 네트워크 포렌식(forensic)과 보안 관련 준수성(compliance)에 중요한 역할을 담당한다."
클라우드 접근 보안 중개 서비스,Cloud Access Security Broker,CASB,,"클라우드 서비스를 이용하는 사용자 단말기와 다수의 클라우드 서버 사이에서 클라우드 보안 기능을 제공하는 서비스.

클라우드 서비스 이용자는 카스비(CASB)로 클라우드 서버에 저장된 데이터를 보호 받을 수 있고, 클라우드로 유입되는 악성 파일과 사이버 공격으로부터 보호 받을 수 있다. 클라우드 서비스 제공자는 CASB로 클라우드 데이터 접근을 통제하고 사용자의 내부 정보 유출을 막을 수 있다. 그밖에 클라우드 사용자의 비정상 행위를 탐지하고 분석, 공격행위 차단 등의 보안기능을 제공받는다.
CASB는 2012년 가트너(Gartner)가 처음 소개하였다. 기업이 클라우드를 이용하면서 저장한 데이터에 대해 가시성(데이터의 흐름을 모니터링)을 확보하고, 사용자의 접근을 통제하여 기업의 자산을 보호하겠다는 목적으로 생겼다.
CASB는 서비스 위치와 특징에 따라 에이전트(agent)형, 프라이빗(private)형, 퍼블릭(public)형, 에이피아이(API)형 등의 유형이 있다. 먼저 에이전트형은 클라우드 서비스 이용자의 단말기에 소프트웨어로 설치되어 클라우드 서비스에 대한 접근을 통제하고 데이터 암호화 기능을 수행한다. 프라이빗형은 클라우드 서비스 이용자 조직 내에 설치되어 보안 소켓 계층(SSL: Secure Sockets Layer) 처리 및 개인정보 유출방지 기능을 수행한다. 퍼블릭형은 클라우드 서비스 플랫폼 내부에 설치되어 클라우드 서비스 앱들에 대한 접근 통제 기능을 수행하는데, 클라우드 서비스 규모에 따라 과부하가 발생하지 않도록 설치해야 한다. 프라이빗형과 퍼블릭형은 어플라이언스(appliance) 형태로 개발한다. 마지막으로 API형은 클라우드 서비스를 위한 응용 서비스(애플리케이션, 앱)을 개발하는 개발업체에서 활용할 수 있는 방법으로 라이브러리(library) 형태로 애플리케이션이나 앱에 설치한다. 클라우드 서버에서 특정 응용 서비스가 실행될 때 사용자 행위와 데이터 기록에 대한 가시성을 확보할 수 있지만 실시간으로 제공할 수 없는 단점이 있다."
다용도 비디오 부호화,Versatile Video Coding,VVC,"범용 비디오 부호화, 미래 비디오 부호화, Future Video Coding","대용량 초실감 서비스 제공을 위한 차세대 비디오 부호화(압축) 표준 기술.
기존 고효율 비디오 부호화 표준인 HEVC(High Efficiency Video Coding)와 비교하여 압축 성능이 최대 2배로 향상되었다. 8K(7680x4320)포함 UHD 영상, 360도 가상현실(VR) 영상 등을 모두 대상으로 하여 제이벳(JVET: Joint Video Expert Team)에서 다용도(versatile) 비디오 부호화 표준이라고 명명하였다.
VVC는 기본적으로 기존 HEVC 표준의 기본 골격을 유지하면서 HEVC 보다 블록 크기 확장(최대 128x128), 다양한 크기의 블록 분할, 인트라 예측 모드 확대(65개), 정교한 움직임 벡터 예측, 정교한 변환(transform) 측면에서 향상된 기능을 제공한다. 또한 압축률 개선을 위해 중첩된 블록 움직임 보상(OBMC: Overlapped Block Motion Compensation), 적응적인 루프 필터(ALF: Adaptive Loop Filter), 6개의 자유도를 갖는 전역/지역 움직임 벡터(affine motion) 기능을 추가하였다. 기존의 모든 비디오 부호화 표준에 대해서는 하방 호환(backward compatibility)을 지원하지 않는다. 80 Mbps 이상의 8K UHD 콘텐츠는 위성으로만 제공하나 해당 콘텐츠에 VVC를 적용하면 전송량을 반으로 줄일 수 있어 지상파와 케이블에서도 전송이 가능해진다. 또한 8K 해상도의 360도 가상현실 영상 압축, 저장 및 전송이 가능하여 보다 실감나는 서비스를 제공할 수 있다."
